t_sim,q1,q2,q3,q4,q5,q6,q7,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,q7_ref,tau1,tau2,tau3,tau4,tau5,tau6,tau7,gripper_cmd,tracking_error,ee_x,ee_y,ee_z
7.3780,0.203285,0.493275,-0.095809,-2.276350,-0.224541,2.672681,-1.077355,0.189124,0.452255,-0.102487,-2.266035,-0.223341,2.681556,-1.081288,0.189124,0.452255,-0.102487,-2.266035,-0.223341,2.681556,-1.081288,0.0010,0.046151,0.5054,0.0429,0.0279
7.3800,0.202861,0.493135,-0.095947,-2.276647,-0.224588,2.672953,-1.077909,0.188618,0.452093,-0.102652,-2.266392,-0.223390,2.681839,-1.081863,0.188618,0.452093,-0.102652,-2.266392,-0.223390,2.681839,-1.081863,0.0010,0.046189,0.5054,0.0426,0.0279
7.3820,0.202435,0.492994,-0.096086,-2.276945,-0.224634,2.673227,-1.078467,0.188109,0.451931,-0.102819,-2.266751,-0.223438,2.682123,-1.082441,0.188109,0.451931,-0.102819,-2.266751,-0.223438,2.682123,-1.082441,0.0010,0.046228,0.5053,0.0424,0.0279
7.3840,0.202005,0.492852,-0.096226,-2.277245,-0.224681,2.673502,-1.079028,0.187597,0.451768,-0.102986,-2.267112,-0.223487,2.682408,-1.083022,0.187597,0.451768,-0.102986,-2.267112,-0.223487,2.682408,-1.083022,0.0010,0.046266,0.5053,0.0421,0.0280
7.3860,0.201572,0.492710,-0.096367,-2.277548,-0.224729,2.673779,-1.079592,0.187083,0.451604,-0.103154,-2.267475,-0.223536,2.682695,-1.083606,0.187083,0.451604,-0.103154,-2.267475,-0.223536,2.682695,-1.083606,0.0010,0.046305,0.5053,0.0418,0.0280
7.3880,0.201137,0.492566,-0.096509,-2.277852,-0.224776,2.674057,-1.080160,0.186566,0.451439,-0.103323,-2.267840,-0.223586,2.682984,-1.084193,0.186566,0.451439,-0.103323,-2.267840,-0.223586,2.682984,-1.084193,0.0010,0.046344,0.5052,0.0415,0.0280
7.3900,0.200699,0.492422,-0.096652,-2.278158,-0.224824,2.674336,-1.080730,0.186046,0.451274,-0.103492,-2.268207,-0.223636,2.683274,-1.084784,0.186046,0.451274,-0.103492,-2.268207,-0.223636,2.683274,-1.084784,0.0010,0.046383,0.5052,0.0412,0.0280
7.3920,0.200258,0.492276,-0.096796,-2.278466,-0.224872,2.674617,-1.081303,0.185524,0.451107,-0.103663,-2.268576,-0.223685,2.683565,-1.085377,0.185524,0.451107,-0.103663,-2.268576,-0.223685,2.683565,-1.085377,0.0010,0.046422,0.5052,0.0409,0.0280
7.3940,0.199814,0.492130,-0.096941,-2.278776,-0.224920,2.674900,-1.081880,0.184999,0.450940,-0.103835,-2.268946,-0.223736,2.683858,-1.085973,0.184999,0.450940,-0.103835,-2.268946,-0.223736,2.683858,-1.085973,0.0010,0.046461,0.5051,0.0406,0.0280
7.3960,0.199368,0.491983,-0.097086,-2.279087,-0.224969,2.675184,-1.082459,0.184472,0.450772,-0.104007,-2.269319,-0.223786,2.684152,-1.086573,0.184472,0.450772,-0.104007,-2.269319,-0.223786,2.684152,-1.086573,0.0010,0.046501,0.5051,0.0403,0.0280
7.3980,0.198918,0.491835,-0.097233,-2.279401,-0.225017,2.675470,-1.083042,0.183941,0.450603,-0.104180,-2.269693,-0.223837,2.684448,-1.087175,0.183941,0.450603,-0.104180,-2.269693,-0.223837,2.684448,-1.087175,0.0010,0.046540,0.5050,0.0400,0.0280
7.4000,0.198466,0.491686,-0.097381,-2.279717,-0.225067,2.675757,-1.083627,0.183408,0.450433,-0.104354,-2.270069,-0.223888,2.684746,-1.087780,0.183408,0.450433,-0.104354,-2.270069,-0.223888,2.684746,-1.087780,0.0010,0.046580,0.5050,0.0397,0.0280
7.4020,0.198011,0.491536,-0.097530,-2.280034,-0.225116,2.676045,-1.084216,0.182873,0.450262,-0.104529,-2.270447,-0.223939,2.685045,-1.088389,0.182873,0.450262,-0.104529,-2.270447,-0.223939,2.685045,-1.088389,0.0010,0.046619,0.5050,0.0394,0.0280
7.4040,0.197553,0.491385,-0.097680,-2.280354,-0.225165,2.676335,-1.084808,0.182335,0.450091,-0.104705,-2.270827,-0.223990,2.685345,-1.089000,0.182335,0.450091,-0.104705,-2.270827,-0.223990,2.685345,-1.089000,0.0010,0.046659,0.5049,0.0391,0.0280
7.4060,0.197093,0.491233,-0.097830,-2.280675,-0.225215,2.676627,-1.085402,0.181794,0.449918,-0.104882,-2.271209,-0.224042,2.685647,-1.089614,0.181794,0.449918,-0.104882,-2.271209,-0.224042,2.685647,-1.089614,0.0010,0.046699,0.5049,0.0387,0.0280
7.4080,0.196629,0.491080,-0.097982,-2.280998,-0.225265,2.676920,-1.086000,0.181251,0.449745,-0.105059,-2.271592,-0.224094,2.685950,-1.090231,0.181251,0.449745,-0.105059,-2.271592,-0.224094,2.685950,-1.090231,0.0010,0.046738,0.5048,0.0384,0.0280
7.4100,0.196163,0.490927,-0.098134,-2.281324,-0.225315,2.677214,-1.086601,0.180705,0.449571,-0.105237,-2.271978,-0.224146,2.686255,-1.090852,0.180705,0.449571,-0.105237,-2.271978,-0.224146,2.686255,-1.090852,0.0010,0.046778,0.5048,0.0381,0.0281
7.4120,0.195694,0.490772,-0.098288,-2.281651,-0.225366,2.677510,-1.087205,0.180156,0.449396,-0.105417,-2.272365,-0.224199,2.686561,-1.091475,0.180156,0.449396,-0.105417,-2.272365,-0.224199,2.686561,-1.091475,0.0010,0.046818,0.5048,0.0378,0.0281
7.4140,0.195222,0.490617,-0.098442,-2.281980,-0.225417,2.677807,-1.087811,0.179605,0.449221,-0.105597,-2.272754,-0.224252,2.686868,-1.092101,0.179605,0.449221,-0.105597,-2.272754,-0.224252,2.686868,-1.092101,0.0010,0.046858,0.5047,0.0375,0.0281
7.4160,0.194748,0.490460,-0.098598,-2.282311,-0.225468,2.678106,-1.088421,0.179051,0.449044,-0.105777,-2.273145,-0.224305,2.687177,-1.092730,0.179051,0.449044,-0.105777,-2.273145,-0.224305,2.687177,-1.092730,0.0010,0.046898,0.5047,0.0372,0.0281
7.4180,0.194271,0.490303,-0.098754,-2.282643,-0.225519,2.678407,-1.089034,0.178495,0.448867,-0.105959,-2.273538,-0.224358,2.687488,-1.093362,0.178495,0.448867,-0.105959,-2.273538,-0.224358,2.687488,-1.093362,0.0010,0.046938,0.5046,0.0368,0.0281
7.4200,0.193790,0.490145,-0.098912,-2.282978,-0.225570,2.678708,-1.089650,0.177936,0.448689,-0.106142,-2.273932,-0.224411,2.687800,-1.093997,0.177936,0.448689,-0.106142,-2.273932,-0.224411,2.687800,-1.093997,0.0010,0.046978,0.5046,0.0365,0.0281
7.4220,0.193308,0.489986,-0.099070,-2.283315,-0.225622,2.679012,-1.090268,0.177375,0.448510,-0.106325,-2.274329,-0.224465,2.688113,-1.094634,0.177375,0.448510,-0.106325,-2.274329,-0.224465,2.688113,-1.094634,0.0010,0.047019,0.5045,0.0362,0.0281
7.4240,0.192822,0.489826,-0.099229,-2.283653,-0.225674,2.679316,-1.090890,0.176811,0.448330,-0.106509,-2.274727,-0.224519,2.688428,-1.095275,0.176811,0.448330,-0.106509,-2.274727,-0.224519,2.688428,-1.095275,0.0010,0.047059,0.5045,0.0358,0.0281
7.4260,0.192334,0.489665,-0.099389,-2.283993,-0.225726,2.679622,-1.091515,0.176244,0.448149,-0.106694,-2.275127,-0.224573,2.688744,-1.095919,0.176244,0.448149,-0.106694,-2.275127,-0.224573,2.688744,-1.095919,0.0010,0.047099,0.5044,0.0355,0.0281
7.4280,0.191843,0.489503,-0.099550,-2.284336,-0.225779,2.679930,-1.092142,0.175675,0.447968,-0.106880,-2.275528,-0.224627,2.689061,-1.096565,0.175675,0.447968,-0.106880,-2.275528,-0.224627,2.689061,-1.096565,0.0010,0.047139,0.5044,0.0352,0.0281
7.4300,0.191349,0.489341,-0.099712,-2.284680,-0.225831,2.680239,-1.092773,0.175104,0.447786,-0.107067,-2.275932,-0.224682,2.689380,-1.097214,0.175104,0.447786,-0.107067,-2.275932,-0.224682,2.689380,-1.097214,0.0010,0.047180,0.5043,0.0349,0.0281
7.4320,0.190852,0.489177,-0.099875,-2.285026,-0.225884,2.680549,-1.093406,0.174530,0.447603,-0.107255,-2.276337,-0.224737,2.689701,-1.097866,0.174530,0.447603,-0.107255,-2.276337,-0.224737,2.689701,-1.097866,0.0010,0.047220,0.5043,0.0345,0.0281
7.4340,0.190353,0.489013,-0.100039,-2.285373,-0.225938,2.680861,-1.094042,0.173953,0.447419,-0.107443,-2.276744,-0.224792,2.690023,-1.098521,0.173953,0.447419,-0.107443,-2.276744,-0.224792,2.690023,-1.098521,0.0010,0.047260,0.5043,0.0342,0.0282
7.4360,0.189851,0.488847,-0.100204,-2.285723,-0.225991,2.681174,-1.094681,0.173374,0.447235,-0.107632,-2.277153,-0.224847,2.690346,-1.099179,0.173374,0.447235,-0.107632,-2.277153,-0.224847,2.690346,-1.099179,0.0010,0.047301,0.5042,0.0338,0.0282
7.4380,0.189346,0.488681,-0.100370,-2.286075,-0.226045,2.681489,-1.095324,0.172793,0.447049,-0.107822,-2.277563,-0.224903,2.690670,-1.099840,0.172793,0.447049,-0.107822,-2.277563,-0.224903,2.690670,-1.099840,0.0010,0.047341,0.5042,0.0335,0.0282
7.4400,0.188839,0.488514,-0.100537,-2.286428,-0.226099,2.681805,-1.095969,0.172208,0.446863,-0.108013,-2.277976,-0.224959,2.690996,-1.100503,0.172208,0.446863,-0.108013,-2.277976,-0.224959,2.690996,-1.100503,0.0010,0.047382,0.5041,0.0332,0.0282
7.4420,0.188329,0.488346,-0.100704,-2.286783,-0.226153,2.682123,-1.096617,0.171622,0.446676,-0.108204,-2.278390,-0.225015,2.691324,-1.101170,0.171622,0.446676,-0.108204,-2.278390,-0.225015,2.691324,-1.101170,0.0010,0.047422,0.5041,0.0328,0.0282
7.4440,0.187816,0.488177,-0.100873,-2.287140,-0.226207,2.682442,-1.097267,0.171033,0.446488,-0.108397,-2.278806,-0.225071,2.691652,-1.101839,0.171033,0.446488,-0.108397,-2.278806,-0.225071,2.691652,-1.101839,0.0010,0.047463,0.5040,0.0325,0.0282
7.4460,0.187300,0.488007,-0.101042,-2.287499,-0.226262,2.682762,-1.097921,0.170441,0.446300,-0.108590,-2.279223,-0.225128,2.691982,-1.102511,0.170441,0.446300,-0.108590,-2.279223,-0.225128,2.691982,-1.102511,0.0010,0.047503,0.5040,0.0321,0.0282
7.4480,0.186782,0.487837,-0.101213,-2.287860,-0.226317,2.683084,-1.098577,0.169847,0.446110,-0.108784,-2.279643,-0.225185,2.692314,-1.103186,0.169847,0.446110,-0.108784,-2.279643,-0.225185,2.692314,-1.103186,0.0010,0.047544,0.5039,0.0318,0.0282
7.4500,0.186261,0.487665,-0.101384,-2.288223,-0.226372,2.683407,-1.099237,0.169251,0.445920,-0.108979,-2.280064,-0.225242,2.692647,-1.103863,0.169251,0.445920,-0.108979,-2.280064,-0.225242,2.692647,-1.103863,0.0010,0.047584,0.5039,0.0314,0.0282
7.4520,0.185737,0.487493,-0.101556,-2.288587,-0.226427,2.683731,-1.099899,0.168652,0.445730,-0.109175,-2.280486,-0.225299,2.692981,-1.104543,0.168652,0.445730,-0.109175,-2.280486,-0.225299,2.692981,-1.104543,0.0010,0.047625,0.5038,0.0311,0.0282
7.4540,0.185211,0.487319,-0.101729,-2.288953,-0.226482,2.684057,-1.100564,0.168051,0.445538,-0.109371,-2.280911,-0.225357,2.693316,-1.105226,0.168051,0.445538,-0.109371,-2.280911,-0.225357,2.693316,-1.105226,0.0010,0.047665,0.5037,0.0307,0.0282
7.4560,0.184682,0.487145,-0.101903,-2.289321,-0.226538,2.684384,-1.101232,0.167447,0.445345,-0.109568,-2.281337,-0.225414,2.693653,-1.105912,0.167447,0.445345,-0.109568,-2.281337,-0.225414,2.693653,-1.105912,0.0010,0.047706,0.5037,0.0303,0.0282
7.4580,0.184151,0.486970,-0.102078,-2.289691,-0.226594,2.684713,-1.101902,0.166841,0.445152,-0.109766,-2.281765,-0.225472,2.693992,-1.106600,0.166841,0.445152,-0.109766,-2.281765,-0.225472,2.693992,-1.106600,0.0010,0.047746,0.5036,0.0300,0.0283
7.4600,0.183616,0.486794,-0.102254,-2.290063,-0.226650,2.685043,-1.102576,0.166233,0.444958,-0.109965,-2.282194,-0.225530,2.694331,-1.107292,0.166233,0.444958,-0.109965,-2.282194,-0.225530,2.694331,-1.107292,0.0010,0.047787,0.5036,0.0296,0.0283
7.4620,0.183080,0.486617,-0.102430,-2.290437,-0.226707,2.685374,-1.103252,0.165622,0.444764,-0.110164,-2.282625,-0.225589,2.694672,-1.107986,0.165622,0.444764,-0.110164,-2.282625,-0.225589,2.694672,-1.107986,0.0010,0.047827,0.5035,0.0293,0.0283
7.4640,0.182540,0.486440,-0.102608,-2.290812,-0.226764,2.685707,-1.103931,0.165009,0.444568,-0.110365,-2.283058,-0.225647,2.695014,-1.108682,0.165009,0.444568,-0.110365,-2.283058,-0.225647,2.695014,-1.108682,0.0010,0.047867,0.5035,0.0289,0.0283
7.4660,0.181998,0.486261,-0.102787,-2.291189,-0.226820,2.686041,-1.104613,0.164393,0.444372,-0.110566,-2.283493,-0.225706,2.695358,-1.109381,0.164393,0.444372,-0.110566,-2.283493,-0.225706,2.695358,-1.109381,0.0010,0.047908,0.5034,0.0285,0.0283
7.4680,0.181453,0.486082,-0.102966,-2.291568,-0.226878,2.686376,-1.105297,0.163775,0.444175,-0.110768,-2.283929,-0.225765,2.695703,-1.110083,0.163775,0.444175,-0.110768,-2.283929,-0.225765,2.695703,-1.110083,0.0010,0.047948,0.5034,0.0282,0.0283
7.4700,0.180906,0.485901,-0.103146,-2.291949,-0.226935,2.686713,-1.105985,0.163155,0.443977,-0.110970,-2.284367,-0.225825,2.696049,-1.110788,0.163155,0.443977,-0.110970,-2.284367,-0.225825,2.696049,-1.110788,0.0010,0.047988,0.5033,0.0278,0.0283
7.4720,0.180356,0.485720,-0.103327,-2.292331,-0.226992,2.687051,-1.106675,0.162532,0.443779,-0.111174,-2.284807,-0.225884,2.696396,-1.111495,0.162532,0.443779,-0.111174,-2.284807,-0.225884,2.696396,-1.111495,0.0010,0.048029,0.5032,0.0274,0.0283
7.4740,0.179803,0.485538,-0.103509,-2.292715,-0.227050,2.687391,-1.107367,0.161907,0.443580,-0.111378,-2.285248,-0.225944,2.696745,-1.112205,0.161907,0.443580,-0.111378,-2.285248,-0.225944,2.696745,-1.112205,0.0010,0.048069,0.5032,0.0271,0.0283
7.4760,0.179248,0.485355,-0.103692,-2.293102,-0.227108,2.687731,-1.108063,0.161280,0.443380,-0.111583,-2.285691,-0.226004,2.697095,-1.112918,0.161280,0.443380,-0.111583,-2.285691,-0.226004,2.697095,-1.112918,0.0010,0.048109,0.5031,0.0267,0.0283
7.4780,0.178690,0.485172,-0.103876,-2.293489,-0.227167,2.688073,-1.108761,0.160650,0.443179,-0.111788,-2.286135,-0.226064,2.697447,-1.113633,0.160650,0.443179,-0.111788,-2.286135,-0.226064,2.697447,-1.113633,0.0010,0.048149,0.5031,0.0263,0.0283
7.4800,0.178130,0.484987,-0.104061,-2.293879,-0.227225,2.688417,-1.109462,0.160019,0.442978,-0.111995,-2.286581,-0.226125,2.697799,-1.114351,0.160019,0.442978,-0.111995,-2.286581,-0.226125,2.697799,-1.114351,0.0010,0.048189,0.5030,0.0259,0.0284
7.4820,0.177567,0.484802,-0.104246,-2.294270,-0.227284,2.688761,-1.110165,0.159384,0.442775,-0.112202,-2.287029,-0.226185,2.698153,-1.115072,0.159384,0.442775,-0.112202,-2.287029,-0.226185,2.698153,-1.115072,0.0010,0.048229,0.5029,0.0255,0.0284
7.4840,0.177002,0.484616,-0.104433,-2.294663,-0.227343,2.689107,-1.110872,0.158748,0.442573,-0.112410,-2.287478,-0.226246,2.698508,-1.115795,0.158748,0.442573,-0.112410,-2.287478,-0.226246,2.698508,-1.115795,0.0010,0.048269,0.5029,0.0252,0.0284
7.4860,0.176434,0.484429,-0.104620,-2.295058,-0.227402,2.689455,-1.111580,0.158109,0.442369,-0.112619,-2.287929,-0.226307,2.698865,-1.116520,0.158109,0.442369,-0.112619,-2.287929,-0.226307,2.698865,-1.116520,0.0010,0.048309,0.5028,0.0248,0.0284
7.4880,0.175863,0.484241,-0.104808,-2.295455,-0.227461,2.689803,-1.112292,0.157468,0.442165,-0.112828,-2.288381,-0.226369,2.699222,-1.117248,0.157468,0.442165,-0.112828,-2.288381,-0.226369,2.699222,-1.117248,0.0010,0.048349,0.5027,0.0244,0.0284
7.4900,0.175290,0.484052,-0.104997,-2.295853,-0.227521,2.690153,-1.113006,0.156825,0.441960,-0.113038,-2.288836,-0.226430,2.699581,-1.117979,0.156825,0.441960,-0.113038,-2.288836,-0.226430,2.699581,-1.117979,0.0010,0.048388,0.5027,0.0240,0.0284
7.4920,0.174714,0.483862,-0.105187,-2.296253,-0.227580,2.690504,-1.113723,0.156179,0.441754,-0.113249,-2.289291,-0.226492,2.699942,-1.118712,0.156179,0.441754,-0.113249,-2.289291,-0.226492,2.699942,-1.118712,0.0010,0.048428,0.5026,0.0236,0.0284
7.4940,0.174136,0.483672,-0.105378,-2.296655,-0.227640,2.690857,-1.114442,0.155532,0.441547,-0.113461,-2.289749,-0.226554,2.700303,-1.119448,0.155532,0.441547,-0.113461,-2.289749,-0.226554,2.700303,-1.119448,0.0010,0.048468,0.5025,0.0232,0.0284
7.4960,0.173555,0.483481,-0.105569,-2.297059,-0.227701,2.691210,-1.115164,0.154882,0.441340,-0.113673,-2.290207,-0.226616,2.700666,-1.120186,0.154882,0.441340,-0.113673,-2.290207,-0.226616,2.700666,-1.120186,0.0010,0.048507,0.5025,0.0228,0.0284
7.4980,0.172972,0.483289,-0.105762,-2.297464,-0.227761,2.691565,-1.115889,0.154230,0.441132,-0.113886,-2.290668,-0.226678,2.701030,-1.120927,0.154230,0.441132,-0.113886,-2.290668,-0.226678,2.701030,-1.120927,0.0010,0.048547,0.5024,0.0225,0.0284
7.5000,0.172387,0.483096,-0.105955,-2.297871,-0.227822,2.691922,-1.116616,0.153575,0.440924,-0.114100,-2.291130,-0.226741,2.701395,-1.121671,0.153575,0.440924,-0.114100,-2.291130,-0.226741,2.701395,-1.121671,0.0010,0.048586,0.5023,0.0221,0.0285
7.5020,0.171799,0.482902,-0.106149,-2.298280,-0.227882,2.692279,-1.117346,0.152919,0.440715,-0.114314,-2.291593,-0.226804,2.701761,-1.122416,0.152919,0.440715,-0.114314,-2.291593,-0.226804,2.701761,-1.122416,0.0010,0.048625,0.5023,0.0217,0.0285
7.5040,0.171208,0.482708,-0.106344,-2.298690,-0.227943,2.692638,-1.118078,0.152260,0.440505,-0.114529,-2.292058,-0.226867,2.702129,-1.123165,0.152260,0.440505,-0.114529,-2.292058,-0.226867,2.702129,-1.123165,0.0010,0.048664,0.5022,0.0213,0.0285
7.5060,0.170615,0.482512,-0.106540,-2.299102,-0.228005,2.692998,-1.118813,0.151599,0.440294,-0.114745,-2.292525,-0.226930,2.702498,-1.123915,0.151599,0.440294,-0.114745,-2.292525,-0.226930,2.702498,-1.123915,0.0010,0.048703,0.5021,0.0209,0.0285
7.5080,0.170019,0.482316,-0.106736,-2.299516,-0.228066,2.693359,-1.119550,0.150936,0.440083,-0.114962,-2.292993,-0.226993,2.702868,-1.124669,0.150936,0.440083,-0.114962,-2.292993,-0.226993,2.702868,-1.124669,0.0010,0.048742,0.5021,0.0205,0.0285
7.5100,0.169421,0.482119,-0.106934,-2.299931,-0.228128,2.693721,-1.120290,0.150271,0.439871,-0.115179,-2.293462,-0.227057,2.703239,-1.125424,0.150271,0.439871,-0.115179,-2.293462,-0.227057,2.703239,-1.125424,0.0010,0.048781,0.5020,0.0201,0.0285
7.5120,0.168821,0.481921,-0.107132,-2.300348,-0.228190,2.694085,-1.121033,0.149604,0.439658,-0.115397,-2.293933,-0.227121,2.703611,-1.126182,0.149604,0.439658,-0.115397,-2.293933,-0.227121,2.703611,-1.126182,0.0010,0.048820,0.5019,0.0197,0.0285
7.5140,0.168218,0.481723,-0.107331,-2.300767,-0.228252,2.694450,-1.121777,0.148934,0.439445,-0.115616,-2.294406,-0.227185,2.703985,-1.126943,0.148934,0.439445,-0.115616,-2.294406,-0.227185,2.703985,-1.126943,0.0010,0.048858,0.5019,0.0193,0.0285
7.5160,0.167613,0.481523,-0.107531,-2.301188,-0.228314,2.694816,-1.122525,0.148263,0.439231,-0.115835,-2.294880,-0.227249,2.704360,-1.127705,0.148263,0.439231,-0.115835,-2.294880,-0.227249,2.704360,-1.127705,0.0010,0.048897,0.5018,0.0189,0.0285
7.5180,0.167005,0.481323,-0.107732,-2.301610,-0.228376,2.695183,-1.123275,0.147589,0.439016,-0.116055,-2.295355,-0.227313,2.704736,-1.128471,0.147589,0.439016,-0.116055,-2.295355,-0.227313,2.704736,-1.128471,0.0010,0.048935,0.5017,0.0184,0.0285
7.5200,0.166395,0.481122,-0.107933,-2.302033,-0.228439,2.695552,-1.124027,0.146914,0.438800,-0.116276,-2.295832,-0.227378,2.705113,-1.129238,0.146914,0.438800,-0.116276,-2.295832,-0.227378,2.705113,-1.129238,0.0010,0.048974,0.5016,0.0180,0.0286
7.5220,0.165782,0.480921,-0.108135,-2.302459,-0.228502,2.695921,-1.124782,0.146236,0.438584,-0.116497,-2.296311,-0.227443,2.705491,-1.130008,0.146236,0.438584,-0.116497,-2.296311,-0.227443,2.705491,-1.130008,0.0010,0.049012,0.5016,0.0176,0.0286
7.5240,0.165167,0.480718,-0.108339,-2.302886,-0.228565,2.696292,-1.125539,0.145556,0.438368,-0.116719,-2.296791,-0.227508,2.705870,-1.130780,0.145556,0.438368,-0.116719,-2.296791,-0.227508,2.705870,-1.130780,0.0010,0.049050,0.5015,0.0172,0.0286
7.5260,0.164550,0.480515,-0.108543,-2.303314,-0.228628,2.696664,-1.126298,0.144874,0.438150,-0.116942,-2.297272,-0.227573,2.706251,-1.131555,0.144874,0.438150,-0.116942,-2.297272,-0.227573,2.706251,-1.131555,0.0010,0.049088,0.5014,0.0168,0.0286
7.5280,0.163930,0.480311,-0.108747,-2.303745,-0.228692,2.697038,-1.127060,0.144190,0.437932,-0.117165,-2.297755,-0.227638,2.706633,-1.132332,0.144190,0.437932,-0.117165,-2.297755,-0.227638,2.706633,-1.132332,0.0010,0.049125,0.5013,0.0164,0.0286
7.5300,0.163308,0.480106,-0.108953,-2.304177,-0.228755,2.697412,-1.127825,0.143504,0.437714,-0.117390,-2.298239,-0.227704,2.707015,-1.133111,0.143504,0.437714,-0.117390,-2.298239,-0.227704,2.707015,-1.133111,0.0010,0.049163,0.5012,0.0160,0.0286
7.5320,0.162684,0.479900,-0.109159,-2.304610,-0.228819,2.697787,-1.128592,0.142816,0.437495,-0.117614,-2.298725,-0.227770,2.707399,-1.133893,0.142816,0.437495,-0.117614,-2.298725,-0.227770,2.707399,-1.133893,0.0010,0.049200,0.5012,0.0155,0.0286
7.5340,0.162057,0.479694,-0.109366,-2.305045,-0.228883,2.698164,-1.129361,0.142126,0.437275,-0.117840,-2.299212,-0.227836,2.707784,-1.134676,0.142126,0.437275,-0.117840,-2.299212,-0.227836,2.707784,-1.134676,0.0010,0.049238,0.5011,0.0151,0.0286
7.5360,0.161428,0.479487,-0.109574,-2.305482,-0.228947,2.698542,-1.130132,0.141435,0.437054,-0.118066,-2.299700,-0.227902,2.708170,-1.135462,0.141435,0.437054,-0.118066,-2.299700,-0.227902,2.708170,-1.135462,0.0010,0.049275,0.5010,0.0147,0.0286
7.5380,0.160797,0.479279,-0.109783,-2.305920,-0.229012,2.698921,-1.130906,0.140741,0.436833,-0.118292,-2.300190,-0.227968,2.708558,-1.136251,0.140741,0.436833,-0.118292,-2.300190,-0.227968,2.708558,-1.136251,0.0010,0.049312,0.5009,0.0143,0.0287
7.5400,0.160163,0.479070,-0.109993,-2.306360,-0.229077,2.699301,-1.131682,0.140045,0.436611,-0.118520,-2.300681,-0.228035,2.708946,-1.137041,0.140045,0.436611,-0.118520,-2.300681,-0.228035,2.708946,-1.137041,0.0010,0.049349,0.5008,0.0139,0.0287
7.5420,0.159527,0.478860,-0.110203,-2.306802,-0.229141,2.699682,-1.132461,0.139347,0.436389,-0.118748,-2.301174,-0.228102,2.709336,-1.137834,0.139347,0.436389,-0.118748,-2.301174,-0.228102,2.709336,-1.137834,0.0010,0.049385,0.5008,0.0134,0.0287
7.5440,0.158889,0.478650,-0.110414,-2.307245,-0.229206,2.700065,-1.133242,0.138647,0.436166,-0.118976,-2.301668,-0.228169,2.709726,-1.138629,0.138647,0.436166,-0.118976,-2.301668,-0.228169,2.709726,-1.138629,0.0010,0.049422,0.5007,0.0130,0.0287
7.5460,0.158249,0.478439,-0.110626,-2.307689,-0.229271,2.700448,-1.134025,0.137946,0.435942,-0.119205,-2.302163,-0.228236,2.710118,-1.139426,0.137946,0.435942,-0.119205,-2.302163,-0.228236,2.710118,-1.139426,0.0010,0.049458,0.5006,0.0126,0.0287
7.5480,0.157606,0.478227,-0.110838,-2.308136,-0.229337,2.700833,-1.134810,0.137242,0.435718,-0.119435,-2.302660,-0.228303,2.710510,-1.140225,0.137242,0.435718,-0.119435,-2.302660,-0.228303,2.710510,-1.140225,0.0010,0.049494,0.5005,0.0121,0.0287
7.5500,0.156961,0.478015,-0.111052,-2.308583,-0.229402,2.701218,-1.135598,0.136536,0.435493,-0.119666,-2.303158,-0.228370,2.710904,-1.141027,0.136536,0.435493,-0.119666,-2.303158,-0.228370,2.710904,-1.141027,0.0010,0.049530,0.5004,0.0117,0.0287
7.5520,0.156313,0.477802,-0.111266,-2.309033,-0.229468,2.701605,-1.136387,0.135829,0.435267,-0.119897,-2.303657,-0.228438,2.711299,-1.141830,0.135829,0.435267,-0.119897,-2.303657,-0.228438,2.711299,-1.141830,0.0010,0.049566,0.5003,0.0113,0.0287
7.5540,0.155664,0.477588,-0.111481,-2.309483,-0.229534,2.701993,-1.137180,0.135120,0.435041,-0.120129,-2.304158,-0.228506,2.711695,-1.142636,0.135120,0.435041,-0.120129,-2.304158,-0.228506,2.711695,-1.142636,0.0010,0.049602,0.5003,0.0109,0.0287
7.5560,0.155012,0.477373,-0.111696,-2.309936,-0.229600,2.702382,-1.137974,0.134409,0.434815,-0.120361,-2.304660,-0.228574,2.712092,-1.143444,0.134409,0.434815,-0.120361,-2.304660,-0.228574,2.712092,-1.143444,0.0010,0.049637,0.5002,0.0104,0.0288
7.5580,0.154358,0.477157,-0.111913,-2.310390,-0.229666,2.702772,-1.138770,0.133696,0.434587,-0.120594,-2.305163,-0.228642,2.712489,-1.144254,0.133696,0.434587,-0.120594,-2.305163,-0.228642,2.712489,-1.144254,0.0010,0.049673,0.5001,0.0100,0.0288
7.5600,0.153702,0.476941,-0.112130,-2.310845,-0.229733,2.703163,-1.139569,0.132981,0.434359,-0.120827,-2.305668,-0.228710,2.712888,-1.145066,0.132981,0.434359,-0.120827,-2.305668,-0.228710,2.712888,-1.145066,0.0010,0.049708,0.5000,0.0095,0.0288
7.5620,0.153044,0.476724,-0.112348,-2.311302,-0.229799,2.703555,-1.140370,0.132264,0.434131,-0.121061,-2.306174,-0.228779,2.713288,-1.145880,0.132264,0.434131,-0.121061,-2.306174,-0.228779,2.713288,-1.145880,0.0010,0.049743,0.4999,0.0091,0.0288
7.5640,0.152383,0.476507,-0.112566,-2.311760,-0.229866,2.703949,-1.141173,0.131546,0.433902,-0.121296,-2.306681,-0.228848,2.713689,-1.146696,0.131546,0.433902,-0.121296,-2.306681,-0.228848,2.713689,-1.146696,0.0010,0.049777,0.4998,0.0087,0.0288
