t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error,box_x,box_y,box_z
4.9200,0.629306,-2.564800,-2.297619,-0.787787,-2.183487,2.320776,1.176240,-1.013670,-3.452216,0.047815,-1.214492,0.344265,0.267746,-0.228380,-0.791480,0.016162,-0.223748,0.023929,3.095482,0.2000,0.0000,0.4799
4.9400,0.629539,-2.564781,-2.297490,-0.788067,-2.181066,2.322137,1.178881,-1.015946,-3.459968,0.047922,-1.217219,0.345038,0.260034,-0.221736,-0.768849,0.015825,-0.216094,0.021663,3.096582,0.2000,0.0000,0.4799
4.9600,0.629772,-2.564761,-2.297359,-0.788350,-2.178589,2.323511,1.181445,-1.018156,-3.467492,0.048026,-1.219866,0.345789,0.252356,-0.215122,-0.746319,0.015489,-0.208477,0.019407,3.097677,0.2000,0.0000,0.4799
4.9800,0.630006,-2.564742,-2.297226,-0.788636,-2.176055,2.324897,1.183932,-1.020299,-3.474792,0.048127,-1.222434,0.346517,0.244717,-0.208541,-0.723902,0.015155,-0.200899,0.017161,3.098767,0.2000,0.0000,0.4799
5.0000,0.630240,-2.564722,-2.297092,-0.788925,-2.173461,2.326297,1.186343,-1.022377,-3.481867,0.048225,-1.224923,0.347222,0.237119,-0.201996,-0.701608,0.014823,-0.193368,0.014927,3.099847,0.2000,0.0000,0.4799
5.0200,0.630475,-2.564702,-2.296957,-0.789217,-2.170806,2.327710,1.188677,-1.024389,-3.488720,0.048320,-1.227334,0.347906,0.229567,-0.195490,-0.679448,0.014492,-0.185884,0.012706,3.100917,0.2000,0.0000,0.4799
5.0400,0.630711,-2.564682,-2.296820,-0.789513,-2.168091,2.329137,1.190937,-1.026336,-3.495351,0.048412,-1.229666,0.348567,0.222063,-0.189026,-0.657431,0.014164,-0.178452,0.010498,3.101976,0.2000,0.0000,0.4799
5.0600,0.630947,-2.564662,-2.296682,-0.789812,-2.165313,2.330578,1.193121,-1.028218,-3.501762,0.048501,-1.231922,0.349206,0.214613,-0.182607,-0.635570,0.013838,-0.171075,0.008303,3.103021,0.2000,0.0000,0.4799
5.0800,0.631183,-2.564642,-2.296542,-0.790115,-2.162469,2.332033,1.195231,-1.030037,-3.507955,0.048587,-1.234100,0.349824,0.207219,-0.176237,-0.613875,0.013514,-0.163758,0.006125,3.104050,0.2000,0.0000,0.4799
5.1000,0.631421,-2.564621,-2.296401,-0.790420,-2.159559,2.333498,1.197267,-1.031791,-3.513931,0.048669,-1.236203,0.350420,0.199885,-0.169919,-0.592356,0.013193,-0.156506,0.003964,3.105058,0.2000,0.0000,0.4799
5.1200,0.631659,-2.564601,-2.296259,-0.790729,-2.156581,2.334975,1.199230,-1.033483,-3.519693,0.048749,-1.238230,0.350994,0.192615,-0.163657,-0.571026,0.012874,-0.149321,0.001821,3.106046,0.2000,0.0000,0.4799
5.1400,0.631899,-2.564580,-2.296117,-0.791041,-2.153534,2.336464,1.201121,-1.035112,-3.525241,0.048826,-1.240182,0.351548,0.185413,-0.157452,-0.549896,0.012558,-0.142208,-0.000303,3.107011,0.2000,0.0000,0.4799
5.1600,0.632083,-2.564576,-2.295839,-0.791220,-2.151282,2.335380,1.202940,-1.036680,-3.530579,0.048900,-1.242060,0.352080,0.178298,-0.151317,-0.528912,0.012203,-0.135454,-0.001734,3.106589,0.2000,0.0000,0.4799
5.1800,0.632321,-2.564559,-2.295720,-0.791341,-2.149618,2.335070,1.204687,-1.038186,-3.535708,0.048971,-1.243864,0.352591,0.171276,-0.145236,-0.508157,0.011847,-0.128321,-0.003014,3.106722,0.2000,0.0000,0.4799
5.2000,0.632593,-2.564534,-2.295733,-0.791428,-2.148512,2.335595,1.206365,-1.039631,-3.540631,0.049039,-1.245596,0.353082,0.164184,-0.139289,-0.487673,0.011600,-0.123393,-0.006085,3.107461,0.2000,0.0000,0.4799
5.2200,0.632779,-2.564538,-2.295722,-0.791366,-2.147943,2.335191,1.207972,-1.041017,-3.545350,0.049105,-1.247256,0.353553,0.157406,-0.133282,-0.467511,0.011317,-0.113958,-0.007658,3.107740,0.2000,0.0000,0.4799
5.2400,0.633007,-2.564528,-2.295680,-0.791373,-2.147264,2.334938,1.209512,-1.042343,-3.549867,0.049167,-1.248845,0.354003,0.150640,-0.127417,-0.447478,0.010960,-0.107004,-0.008664,3.108079,0.2000,0.0000,0.4799
5.2600,0.633224,-2.564520,-2.295680,-0.791343,-2.146824,2.334925,1.210983,-1.043611,-3.554186,0.049227,-1.250365,0.354434,0.143914,-0.121634,-0.427816,0.010724,-0.100111,-0.011176,3.108592,0.2000,0.0000,0.4799
5.2800,0.633466,-2.564503,-2.295654,-0.791363,-2.146308,2.335030,1.212388,-1.044822,-3.558309,0.049284,-1.251815,0.354845,0.137027,-0.115987,-0.408783,0.010927,-0.094680,-0.019642,3.109150,0.2000,0.0000,0.4799
5.3000,0.633724,-2.564482,-2.295598,-0.791371,-2.145797,2.334609,1.213727,-1.045976,-3.562238,0.049338,-1.253197,0.355237,0.130759,-0.110330,-0.389281,0.010203,-0.087098,-0.015377,3.109354,0.2000,0.0000,0.4799
5.3200,0.633964,-2.564467,-2.295595,-0.791329,-2.145463,2.334429,1.215001,-1.047074,-3.565978,0.049390,-1.254513,0.355610,0.124370,-0.104804,-0.370420,0.009893,-0.080549,-0.016647,3.109708,0.2000,0.0000,0.4799
5.3400,0.634241,-2.564440,-2.295572,-0.791341,-2.145016,2.334363,1.216211,-1.048117,-3.569530,0.049439,-1.255763,0.355964,0.118075,-0.099376,-0.351884,0.009598,-0.074282,-0.018077,3.110087,0.2000,0.0000,0.4799
5.3600,0.634549,-2.564404,-2.295562,-0.791377,-2.144544,2.334444,1.217359,-1.049106,-3.572899,0.049486,-1.256948,0.356300,0.111613,-0.094078,-0.334173,0.009885,-0.068620,-0.027161,3.110517,0.2000,0.0000,0.4799
5.3800,0.634857,-2.564371,-2.295549,-0.791373,-2.144163,2.334133,1.218445,-1.050042,-3.576087,0.049530,-1.258069,0.356618,0.105783,-0.088812,-0.315930,0.009148,-0.061850,-0.022421,3.110689,0.2000,0.0000,0.4799
5.4000,0.635138,-2.564350,-2.295555,-0.791322,-2.143955,2.333867,1.219471,-1.050926,-3.579098,0.049572,-1.259129,0.356918,0.099842,-0.083681,-0.298433,0.008880,-0.055771,-0.023846,3.110904,0.2000,0.0000,0.4799
5.4200,0.635453,-2.564319,-2.295549,-0.791324,-2.143616,2.333810,1.220438,-1.051760,-3.581936,0.049611,-1.260127,0.357201,0.094018,-0.078663,-0.281302,0.008615,-0.049972,-0.025261,3.111196,0.2000,0.0000,0.4799
5.4400,0.635779,-2.564287,-2.295528,-0.791322,-2.143234,2.333577,1.221347,-1.052543,-3.584605,0.049648,-1.261066,0.357468,0.088323,-0.073757,-0.264560,0.008365,-0.044287,-0.026744,3.111341,0.2000,0.0000,0.4799
5.4600,0.636097,-2.564260,-2.295490,-0.791274,-2.142922,2.332835,1.222200,-1.053278,-3.587108,0.049683,-1.261947,0.357717,0.082752,-0.068967,-0.248229,0.008144,-0.038750,-0.028481,3.111153,0.2000,0.0000,0.4799
5.4800,0.636454,-2.564223,-2.295500,-0.791274,-2.142613,2.332998,1.222998,-1.053966,-3.589449,0.049715,-1.262770,0.357951,0.077334,-0.064292,-0.232290,0.007903,-0.033207,-0.029841,3.111497,0.2000,0.0000,0.4799
5.5000,0.636800,-2.564194,-2.295485,-0.791246,-2.142298,2.332837,1.223742,-1.054607,-3.591633,0.049746,-1.263539,0.358168,0.072052,-0.059743,-0.216778,0.007678,-0.027900,-0.031306,3.111616,0.2000,0.0000,0.4799
5.5200,0.637150,-2.564166,-2.295465,-0.791214,-2.141969,2.332678,1.224434,-1.055203,-3.593664,0.049774,-1.264253,0.358371,0.066918,-0.055321,-0.201702,0.007464,-0.022722,-0.032770,3.111708,0.2000,0.0000,0.4799
5.5400,0.637504,-2.564138,-2.295442,-0.791182,-2.141630,2.332570,1.225075,-1.055756,-3.595546,0.049800,-1.264915,0.358559,0.061935,-0.051030,-0.187075,0.007256,-0.017691,-0.034201,3.111805,0.2000,0.0000,0.4799
5.5600,0.637863,-2.564112,-2.295416,-0.791149,-2.141271,2.332508,1.225667,-1.056266,-3.597283,0.049824,-1.265526,0.358732,0.057109,-0.046873,-0.172909,0.007054,-0.012818,-0.035588,3.111901,0.2000,0.0000,0.4799
5.5800,0.638226,-2.564086,-2.295387,-0.791118,-2.140885,2.332481,1.226212,-1.056735,-3.598881,0.049846,-1.266088,0.358891,0.052444,-0.042856,-0.159217,0.006859,-0.008111,-0.036929,3.111989,0.2000,0.0000,0.4799
5.6000,0.638614,-2.564055,-2.295380,-0.791130,-2.140414,2.333021,1.226710,-1.057165,-3.600345,0.049866,-1.266603,0.359037,0.047956,-0.038979,-0.146004,0.006654,-0.003478,-0.038008,3.112384,0.2000,0.0000,0.4799
5.6200,0.638984,-2.564033,-2.295338,-0.791102,-2.139926,2.332945,1.227165,-1.057557,-3.601678,0.049885,-1.267072,0.359170,0.043626,-0.035253,-0.133304,0.006476,0.000852,-0.039300,3.112374,0.2000,0.0000,0.4799
5.6400,0.639362,-2.564011,-2.295300,-0.791072,-2.139437,2.332863,1.227577,-1.057912,-3.602887,0.049901,-1.267498,0.359291,0.039346,-0.031746,-0.121101,0.006355,0.002737,-0.041597,3.112333,0.2000,0.0000,0.4799
5.6600,0.639664,-2.564014,-2.295280,-0.790945,-2.139250,2.332697,1.227948,-1.058231,-3.603977,0.049917,-1.267881,0.359399,0.035508,-0.028255,-0.109464,0.006139,0.009159,-0.041632,3.112295,0.2000,0.0000,0.4799
5.6800,0.639819,-2.564056,-2.295344,-0.790639,-2.139468,2.332798,1.228280,-1.058518,-3.604952,0.049930,-1.268224,0.359497,0.031512,-0.024984,-0.098889,0.006565,0.014035,-0.050190,3.112482,0.2000,0.0000,0.4799
5.7000,0.640006,-2.564081,-2.295265,-0.790476,-2.139403,2.332704,1.228576,-1.058772,-3.605819,0.049942,-1.268529,0.359583,0.028000,-0.021959,-0.087809,0.005912,0.014662,-0.045158,3.112531,0.2000,0.0000,0.4799
5.7200,0.640291,-2.564068,-2.295119,-0.790479,-2.139004,2.332686,1.228836,-1.058997,-3.606583,0.049953,-1.268798,0.359659,0.024694,-0.018971,-0.077882,0.005768,0.020155,-0.045745,3.112552,0.2000,0.0000,0.4799
5.7400,0.640661,-2.564028,-2.294990,-0.790541,-2.138295,2.332593,1.229063,-1.059193,-3.607250,0.049962,-1.269033,0.359726,0.021485,-0.016218,-0.068491,0.005640,0.023224,-0.046782,3.112401,0.2000,0.0000,0.4799
5.7600,0.641068,-2.563983,-2.294917,-0.790567,-2.137662,2.332312,1.229259,-1.059362,-3.607826,0.049970,-1.269235,0.359783,0.018481,-0.013637,-0.059721,0.005540,0.026278,-0.047955,3.112092,0.2000,0.0000,0.4799
5.7800,0.641512,-2.563936,-2.294901,-0.790610,-2.137062,2.332588,1.229427,-1.059506,-3.608317,0.049977,-1.269408,0.359832,0.015473,-0.011241,-0.052043,0.005974,0.029513,-0.055932,3.112104,0.2000,0.0000,0.4799
5.8000,0.641935,-2.563893,-2.294678,-0.790719,-2.137564,2.332235,1.229567,-1.059627,-3.608729,0.049982,-1.269553,0.359873,0.013220,-0.009003,-0.043866,0.005151,0.032242,-0.047209,3.112120,0.2000,0.0000,0.4799
5.8200,0.642424,-2.563850,-2.294715,-0.790751,-2.137236,2.332648,1.229683,-1.059727,-3.609069,0.049987,-1.269672,0.359907,0.010581,-0.006991,-0.037578,0.005737,0.034911,-0.056826,3.112234,0.2000,0.0000,0.4799
5.8400,0.642843,-2.563839,-2.294785,-0.790645,-2.136841,2.332494,1.229776,-1.059807,-3.609343,0.049991,-1.269769,0.359934,0.008435,-0.005171,-0.031336,0.005657,0.036669,-0.057619,3.111935,0.2000,0.0000,0.4799
5.8600,0.643278,-2.563825,-2.294798,-0.790567,-2.136248,2.331936,1.229849,-1.059870,-3.609557,0.049994,-1.269844,0.359956,0.006431,-0.003941,-0.024179,0.004243,0.023256,-0.043381,3.111341,0.2000,0.0000,0.4799
5.8800,0.643735,-2.563790,-2.294592,-0.790728,-2.136981,2.332302,1.229905,-1.059918,-3.609720,0.049996,-1.269901,0.359972,0.005134,-0.002090,-0.020396,0.004936,0.040360,-0.051064,3.111836,0.2000,0.0000,0.4799
5.9000,0.644211,-2.563773,-2.294649,-0.790679,-2.136543,2.332187,1.229944,-1.059952,-3.609837,0.049998,-1.269943,0.359984,0.003689,-0.000883,-0.016222,0.004882,0.041250,-0.051644,3.111527,0.2000,0.0000,0.4799
5.9200,0.644685,-2.563750,-2.294588,-0.790723,-2.136598,2.332353,1.229971,-1.059975,-3.609916,0.049999,-1.269970,0.359992,0.002574,0.000161,-0.012799,0.004820,0.043618,-0.051590,3.111600,0.2000,0.0000,0.4799
5.9400,0.645096,-2.563762,-2.294635,-0.790617,-2.136710,2.332336,1.229988,-1.059990,-3.609964,0.050000,-1.269987,0.359996,0.001646,0.000939,-0.010037,0.004736,0.043976,-0.051355,3.111509,0.2000,0.0000,0.4799
5.9600,0.645508,-2.563770,-2.294691,-0.790484,-2.136313,2.331932,1.229996,-1.059997,-3.609989,0.050000,-1.269996,0.359999,0.000589,0.001102,-0.007109,0.004062,0.029759,-0.045733,3.111014,0.2000,0.0000,0.4799
5.9800,0.645905,-2.563763,-2.294541,-0.790561,-2.137148,2.332564,1.230000,-1.060000,-3.609999,0.050000,-1.270000,0.360000,0.000551,0.001861,-0.006967,0.004763,0.045231,-0.052551,3.111655,0.2000,0.0000,0.4799
6.0000,0.646371,-2.563751,-2.294580,-0.790524,-2.136607,2.332489,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000155,0.001952,-0.007056,0.005319,0.045020,-0.060037,3.111337,0.2000,0.0000,0.4799
6.0200,0.646818,-2.563739,-2.294531,-0.790520,-2.136508,2.332295,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000476,0.002005,-0.006553,0.004712,0.046205,-0.051850,3.111117,0.2000,0.0000,0.4799
6.0400,0.647261,-2.563733,-2.294500,-0.790507,-2.136505,2.332220,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000412,0.001962,-0.006503,0.004701,0.044715,-0.051974,3.110992,0.2000,0.0000,0.4799
6.0600,0.647747,-2.563698,-2.294287,-0.790706,-2.137370,2.332834,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000426,0.002019,-0.006722,0.004885,0.046915,-0.053971,3.111659,0.2000,0.0000,0.4799
6.0800,0.648205,-2.563705,-2.294341,-0.790639,-2.137863,2.332782,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000380,0.001975,-0.006625,0.004828,0.045372,-0.053473,3.111640,0.2000,0.0000,0.4799
6.1000,0.648612,-2.563731,-2.294538,-0.790439,-2.137514,2.332831,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000152,0.001951,-0.007044,0.005313,0.045032,-0.059925,3.111372,0.2000,0.0000,0.4799
6.1200,0.649062,-2.563733,-2.294593,-0.790341,-2.136701,2.332156,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000413,0.001957,-0.006465,0.004671,0.044478,-0.051588,3.110585,0.2000,0.0000,0.4799
6.1400,0.649557,-2.563689,-2.294291,-0.790639,-2.137516,2.332927,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000458,0.002063,-0.006839,0.004971,0.048520,-0.054799,3.111396,0.2000,0.0000,0.4799
6.1600,0.650069,-2.563667,-2.294148,-0.790814,-2.138790,2.333496,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000380,0.001983,-0.006646,0.004844,0.045714,-0.053613,3.112114,0.2000,0.0000,0.4799
6.1800,0.650552,-2.563682,-2.294396,-0.790627,-2.138433,2.333151,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000367,0.001966,-0.006597,0.004811,0.045047,-0.053283,3.111557,0.2000,0.0000,0.4799
6.2000,0.651045,-2.563685,-2.294548,-0.790500,-2.137517,2.332644,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000403,0.001960,-0.006486,0.004696,0.044636,-0.051854,3.110791,0.2000,0.0000,0.4799
6.2200,0.651525,-2.563687,-2.294603,-0.790407,-2.136625,2.331787,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000049,0.001537,-0.005365,0.003902,0.029096,-0.044228,3.109862,0.2000,0.0000,0.4799
6.2400,0.651971,-2.563668,-2.294276,-0.790697,-2.138587,2.333042,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000449,0.002001,-0.006563,0.004739,0.046192,-0.052113,3.111330,0.2000,0.0000,0.4799
6.2600,0.652408,-2.563692,-2.294420,-0.790558,-2.138450,2.332900,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000418,0.001970,-0.006488,0.004691,0.045029,-0.051688,3.111034,0.2000,0.0000,0.4799
6.2800,0.652896,-2.563694,-2.294527,-0.790465,-2.137489,2.332386,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000394,0.001957,-0.006487,0.004703,0.044534,-0.051950,3.110279,0.2000,0.0000,0.4799
6.3000,0.653400,-2.563687,-2.294599,-0.790426,-2.136513,2.332067,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000383,0.001956,-0.006506,0.004725,0.044411,-0.052270,3.109667,0.2000,0.0000,0.4799
6.3200,0.653906,-2.563662,-2.294455,-0.790586,-2.136626,2.332462,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000480,0.002038,-0.006655,0.004800,0.047344,-0.052745,3.109948,0.2000,0.0000,0.4799
6.3400,0.654321,-2.563682,-2.294370,-0.790603,-2.137704,2.332723,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000426,0.001986,-0.006535,0.004727,0.045549,-0.052073,3.110387,0.2000,0.0000,0.4799
6.3600,0.654778,-2.563698,-2.294491,-0.790473,-2.137240,2.332308,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000397,0.001962,-0.006493,0.004707,0.044650,-0.051972,3.109832,0.2000,0.0000,0.4799
6.3800,0.655278,-2.563692,-2.294575,-0.790422,-2.136381,2.332031,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000381,0.001957,-0.006507,0.004726,0.044428,-0.052276,3.109272,0.2000,0.0000,0.4799
6.4000,0.655799,-2.563667,-2.294482,-0.790571,-2.136402,2.332571,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000152,0.001973,-0.007109,0.005369,0.045642,-0.060519,3.109591,0.2000,0.0000,0.4799
6.4200,0.656259,-2.563682,-2.294538,-0.790475,-2.136158,2.332042,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.000040,0.001559,-0.005463,0.003991,0.029863,-0.045246,3.109060,0.2000,0.0000,0.4799
6.4400,0.000001,0.000030,0.000171,-0.000289,0.001184,-0.002391,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.027371,-0.001531,-0.001996,0.007636,-0.022077,0.018864,4.173687,0.2000,0.0000,0.5182
6.4600,0.000866,-0.000045,0.000181,-0.000084,0.000865,-0.002703,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026831,-0.001503,-0.001857,0.007485,-0.021628,0.017008,4.173349,0.2000,0.0000,0.5125
6.4800,0.001939,-0.000180,0.000062,0.000507,-0.000851,-0.001279,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026819,-0.001497,-0.001840,0.007462,-0.021570,0.016783,4.172243,0.2000,0.0000,0.5029
6.5000,0.003011,-0.000322,-0.000071,0.001178,-0.002811,0.000338,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026807,-0.001494,-0.001833,0.007451,-0.021549,0.016689,4.171033,0.2000,0.0000,0.4894
6.5200,0.000742,-0.000053,-0.000067,0.000300,-0.000965,0.000897,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026883,-0.001500,-0.001840,0.007482,-0.021644,0.016770,4.172296,0.2000,0.0000,0.5182
6.5400,0.001809,-0.000152,-0.000186,0.000884,-0.002880,0.002505,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026847,-0.001494,-0.001827,0.007458,-0.021587,0.016594,4.171127,0.2000,0.0000,0.5125
6.5600,0.002883,-0.000258,-0.000313,0.001542,-0.005095,0.004237,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026826,-0.001491,-0.001819,0.007447,-0.021567,0.016485,4.169845,0.2000,0.0000,0.5029
6.5800,0.003957,-0.000365,-0.000445,0.002238,-0.007481,0.006024,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026804,-0.001488,-0.001810,0.007438,-0.021553,0.016376,4.168505,0.2000,0.0000,0.4894
6.6000,0.005029,-0.000474,-0.000579,0.002974,-0.010015,0.007860,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026780,-0.001485,-0.001802,0.007429,-0.021538,0.016259,4.167115,0.2000,0.0000,0.4755
6.6200,0.006101,-0.000589,-0.000717,0.003757,-0.012700,0.009745,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026753,-0.001481,-0.001792,0.007418,-0.021520,0.016135,4.165672,0.2000,0.0000,0.4751
6.6400,0.007172,-0.000710,-0.000858,0.004593,-0.015545,0.011680,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026722,-0.001478,-0.001782,0.007407,-0.021500,0.016001,4.164175,0.2000,0.0000,0.4770
6.6600,0.008241,-0.000838,-0.001003,0.005489,-0.018559,0.013666,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026688,-0.001474,-0.001772,0.007394,-0.021477,0.015857,4.162620,0.2000,0.0000,0.4784
6.6800,0.009310,-0.000974,-0.001152,0.006451,-0.021755,0.015703,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026650,-0.001470,-0.001760,0.007380,-0.021450,0.015702,4.161004,0.2000,0.0000,0.4792
6.7000,0.010377,-0.001121,-0.001306,0.007487,-0.025147,0.017791,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026608,-0.001466,-0.001748,0.007364,-0.021418,0.015534,4.159321,0.2000,0.0000,0.4796
6.7200,0.011443,-0.001277,-0.001463,0.008602,-0.028749,0.019932,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026560,-0.001461,-0.001734,0.007346,-0.021382,0.015353,4.157569,0.2000,0.0000,0.4797
6.7400,0.012507,-0.001444,-0.001625,0.009804,-0.032579,0.022126,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026506,-0.001456,-0.001719,0.007327,-0.021341,0.015158,4.155741,0.2000,0.0000,0.4798
6.7600,0.013570,-0.001623,-0.001792,0.011099,-0.036653,0.024372,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026445,-0.001450,-0.001704,0.007305,-0.021293,0.014946,4.153834,0.2000,0.0000,0.4799
6.7800,0.014628,-0.001810,-0.001963,0.012498,-0.041200,0.026672,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026383,-0.001445,-0.001687,0.007287,-0.021256,0.014725,4.151781,0.2000,0.0000,0.4799
6.8000,0.015685,-0.002001,-0.002139,0.013956,-0.046057,0.029025,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026321,-0.001438,-0.001670,0.007259,-0.021191,0.014497,4.149634,0.2000,0.0000,0.4799
6.8200,0.016740,-0.002203,-0.002321,0.015498,-0.051149,0.031432,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026255,-0.001431,-0.001652,0.007231,-0.021124,0.014256,4.147412,0.2000,0.0000,0.4799
6.8400,0.017793,-0.002421,-0.002508,0.017151,-0.056544,0.033895,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026182,-0.001424,-0.001633,0.007198,-0.021046,0.014000,4.145096,0.2000,0.0000,0.4799
6.8600,0.018844,-0.002655,-0.002701,0.018928,-0.062288,0.036413,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026101,-0.001415,-0.001613,0.007162,-0.020957,0.013726,4.142672,0.2000,0.0000,0.4799
6.8800,0.019892,-0.002906,-0.002899,0.020837,-0.068413,0.038986,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.026012,-0.001406,-0.001591,0.007121,-0.020855,0.013435,4.140132,0.2000,0.0000,0.4799
6.9000,0.020937,-0.003175,-0.003104,0.022887,-0.074948,0.041613,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025914,-0.001396,-0.001568,0.007076,-0.020740,0.013125,4.137471,0.2000,0.0000,0.4799
6.9200,0.021979,-0.003462,-0.003315,0.025084,-0.081922,0.044296,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025805,-0.001385,-0.001543,0.007025,-0.020610,0.012794,4.134681,0.2000,0.0000,0.4799
6.9400,0.023017,-0.003767,-0.003532,0.027440,-0.089364,0.047032,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025685,-0.001373,-0.001517,0.006969,-0.020464,0.012443,4.131756,0.2000,0.0000,0.4799
6.9600,0.024045,-0.004090,-0.003757,0.029983,-0.097642,0.049822,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025556,-0.001363,-0.001490,0.006920,-0.020339,0.012078,4.128595,0.2000,0.0000,0.4799
6.9800,0.025058,-0.004403,-0.003988,0.032600,-0.107066,0.052667,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025425,-0.001344,-0.001464,0.006826,-0.020076,0.011738,4.125126,0.2000,0.0000,0.4799
7.0000,0.026074,-0.004720,-0.004227,0.035244,-0.116721,0.055571,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025301,-0.001329,-0.001439,0.006756,-0.019886,0.011399,4.121601,0.2000,0.0000,0.4799
7.0200,0.027089,-0.005066,-0.004475,0.038035,-0.126738,0.058532,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025170,-0.001314,-0.001412,0.006679,-0.019677,0.011051,4.117981,0.2000,0.0000,0.4799
7.0400,0.028102,-0.005449,-0.004731,0.041030,-0.137296,0.061553,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.025027,-0.001296,-0.001385,0.006593,-0.019440,0.010687,4.114216,0.2000,0.0000,0.4799
7.0600,0.029109,-0.005870,-0.004996,0.044246,-0.148492,0.064633,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.024872,-0.001277,-0.001356,0.006497,-0.019177,0.010307,4.110285,0.2000,0.0000,0.4799
7.0800,0.030111,-0.006327,-0.005270,0.047691,-0.160381,0.067772,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.024704,-0.001257,-0.001326,0.006393,-0.018889,0.009912,4.106177,0.2000,0.0000,0.4799
7.1000,0.031107,-0.006822,-0.005555,0.051374,-0.173008,0.070969,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.024521,-0.001235,-0.001294,0.006281,-0.018574,0.009502,4.101888,0.2000,0.0000,0.4799
7.1200,0.032096,-0.007354,-0.005849,0.055304,-0.186414,0.074223,1.230000,-1.060000,-3.610000,0.050000,-1.270000,0.360000,0.024324,-0.001211,-0.001261,0.006158,-0.018230,0.009077,4.097413,0.2000,0.0000,0.4799
