t_sim,q1,q2,q3,q4,q5,q6,q1_ref,q2_ref,q3_ref,q4_ref,q5_ref,q6_ref,tau1,tau2,tau3,tau4,tau5,tau6,tracking_error,box_x,box_y,box_z
18.1000,-0.998524,-2.532513,1.568339,0.003344,-0.063541,-1.440290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000430,0.001379,-0.000534,-0.001595,0.000601,0.023005,3.456710,0.2000,0.0000,0.4799
18.1200,-0.998514,-2.532508,1.568343,0.003458,-0.065013,-1.437314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000436,0.001392,-0.000534,-0.001730,0.001447,0.022919,3.455494,0.2000,0.0000,0.4799
18.1400,-0.998494,-2.532485,1.568309,0.003562,-0.066431,-1.434494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000430,0.001392,-0.000540,-0.001713,0.001378,0.022885,3.454311,0.2000,0.0000,0.4799
18.1600,-0.998462,-2.532437,1.568229,0.003649,-0.067714,-1.431897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000427,0.001389,-0.000546,-0.001670,0.001128,0.022910,3.453177,0.2000,0.0000,0.4799
18.1800,-0.998432,-2.532414,1.568178,0.003743,-0.068921,-1.429239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000423,0.001391,-0.000552,-0.001668,0.001150,0.022873,3.452051,0.2000,0.0000,0.4799
18.2000,-0.998401,-2.532390,1.568121,0.003822,-0.070024,-1.426603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000421,0.001393,-0.000556,-0.001687,0.001293,0.022836,3.450930,0.2000,0.0000,0.4799
18.2200,-0.998370,-2.532371,1.568071,0.003911,-0.071155,-1.423959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000646,0.001639,-0.000413,-0.004755,0.019480,0.021641,3.449816,0.2000,0.0000,0.4799
18.2400,-0.998325,-2.532353,1.567992,0.003780,-0.070869,-1.421529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000405,0.001385,-0.000572,-0.001562,0.000588,0.022834,3.448745,0.2000,0.0000,0.4799
18.2600,-0.998309,-2.532352,1.567998,0.003904,-0.072229,-1.418730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000412,0.001399,-0.000570,-0.001710,0.001498,0.022731,3.447618,0.2000,0.0000,0.4799
18.2800,-0.998279,-2.532348,1.567959,0.003949,-0.073097,-1.416088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000383,0.001373,-0.000592,-0.001372,-0.000470,0.022837,3.446521,0.2000,0.0000,0.4799
18.3000,-0.998248,-2.532339,1.567927,0.003976,-0.073866,-1.413461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000402,0.001397,-0.000583,-0.001660,0.001253,0.022698,3.445429,0.2000,0.0000,0.4799
18.3200,-0.998227,-2.532337,1.567922,0.004125,-0.075362,-1.410722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000626,0.001637,-0.000438,-0.004656,0.018856,0.021462,3.444329,0.2000,0.0000,0.4799
18.3400,-0.998183,-2.532321,1.567857,0.004014,-0.075207,-1.408357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000389,0.001392,-0.000597,-0.001569,0.000757,0.022691,3.443303,0.2000,0.0000,0.4799
18.3600,-0.998163,-2.532315,1.567859,0.004139,-0.076545,-1.405700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000395,0.001404,-0.000596,-0.001700,0.001559,0.022598,3.442238,0.2000,0.0000,0.4799
18.3800,-0.998124,-2.532303,1.567805,0.004134,-0.077071,-1.403262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000374,0.001386,-0.000612,-0.001465,0.000200,0.022677,3.441210,0.2000,0.0000,0.4799
18.4000,-0.998094,-2.532293,1.567786,0.004209,-0.078084,-1.400707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000387,0.001403,-0.000606,-0.001672,0.001437,0.022559,3.440167,0.2000,0.0000,0.4799
18.4200,-0.998060,-2.532282,1.567750,0.004281,-0.079052,-1.398212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000357,0.001377,-0.000629,-0.001322,-0.000577,0.022682,3.439139,0.2000,0.0000,0.4799
18.4400,-0.998019,-2.532264,1.567704,0.004286,-0.079599,-1.395814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000378,0.001402,-0.000617,-0.001634,0.001258,0.022528,3.438132,0.2000,0.0000,0.4799
18.4600,-0.997992,-2.532257,1.567697,0.004435,-0.081004,-1.393240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000380,0.001409,-0.000619,-0.001703,0.001685,0.022466,3.437105,0.2000,0.0000,0.4799
18.4800,-0.997943,-2.532239,1.567629,0.004380,-0.081136,-1.390984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000368,0.001400,-0.000629,-0.001578,0.000969,0.022505,3.436135,0.2000,0.0000,0.4799
18.5000,-0.997913,-2.532230,1.567619,0.004509,-0.082399,-1.388480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000373,0.001410,-0.000628,-0.001687,0.001631,0.022424,3.435133,0.2000,0.0000,0.4799
18.5200,-0.997865,-2.532210,1.567551,0.004490,-0.082736,-1.386255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000356,0.001395,-0.000642,-0.001497,0.000549,0.022496,3.434182,0.2000,0.0000,0.4799
18.5400,-0.997829,-2.532197,1.567532,0.004588,-0.083774,-1.383854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000365,0.001410,-0.000638,-0.001665,0.001544,0.022388,3.433210,0.2000,0.0000,0.4799
18.5600,-0.997786,-2.532182,1.567483,0.004636,-0.084492,-1.381578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000340,0.001388,-0.000657,-0.001381,-0.000072,0.022498,3.432264,0.2000,0.0000,0.4799
18.5800,-0.997742,-2.532164,1.567443,0.004676,-0.085156,-1.379320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000358,0.001409,-0.000648,-0.001635,0.001406,0.022358,3.431329,0.2000,0.0000,0.4799
18.6000,-0.997708,-2.532155,1.567430,0.004833,-0.086506,-1.376924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000558,0.001617,-0.000513,-0.004224,0.016282,0.021091,3.430378,0.2000,0.0000,0.4799
18.6200,-0.997653,-2.532131,1.567355,0.004745,-0.086333,-1.374946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000347,0.001405,-0.000660,-0.001560,0.001008,0.022359,3.429512,0.2000,0.0000,0.4799
18.6400,-0.997619,-2.532121,1.567347,0.004882,-0.087543,-1.372644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000352,0.001415,-0.000658,-0.001671,0.001672,0.022270,3.428599,0.2000,0.0000,0.4799
18.6600,-0.997567,-2.532102,1.567281,0.004891,-0.087973,-1.370584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000334,0.001399,-0.000673,-0.001464,0.000502,0.022356,3.427727,0.2000,0.0000,0.4799
18.6800,-0.997524,-2.532087,1.567252,0.004979,-0.088867,-1.368401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000345,0.001415,-0.000667,-0.001646,0.001560,0.022241,3.426841,0.2000,0.0000,0.4799
18.7000,-0.997483,-2.532068,1.567221,0.005115,-0.090060,-1.366207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000341,0.001414,-0.000673,-0.001620,0.001430,0.022239,3.425957,0.2000,0.0000,0.4799
